eval_d,code_,value_
12/9/98,TB3MS,4.41
12/10/98,TB3MS,4.41
12/11/98,TB3MS,4.41
12/12/98,TB3MS,4.41
12/13/98,TB3MS,4.41
12/14/98,TB3MS,4.41
12/15/98,TB3MS,4.41
12/16/98,TB3MS,4.41
12/17/98,TB3MS,4.41
12/18/98,TB3MS,4.41
12/19/98,TB3MS,4.41
12/20/98,TB3MS,4.41
12/21/98,TB3MS,4.41
12/22/98,TB3MS,4.41
12/23/98,TB3MS,4.41
12/24/98,TB3MS,4.41
12/25/98,TB3MS,4.41
12/26/98,TB3MS,4.41
12/27/98,TB3MS,4.41
12/28/98,TB3MS,4.41
12/29/98,TB3MS,4.41
12/30/98,TB3MS,4.41
12/31/98,TB3MS,4.41
1/1/99,TB3MS,4.41
1/2/99,TB3MS,4.41
1/3/99,TB3MS,4.41
1/4/99,TB3MS,4.41
1/5/99,TB3MS,4.39
1/6/99,TB3MS,4.39
1/7/99,TB3MS,4.39
1/8/99,TB3MS,4.39
1/9/99,TB3MS,4.39
1/10/99,TB3MS,4.39
1/11/99,TB3MS,4.39
1/12/99,TB3MS,4.39
1/13/99,TB3MS,4.39
1/14/99,TB3MS,4.39
1/15/99,TB3MS,4.39
1/16/99,TB3MS,4.39
1/17/99,TB3MS,4.39
1/18/99,TB3MS,4.39
1/19/99,TB3MS,4.39
1/20/99,TB3MS,4.39
1/21/99,TB3MS,4.39
1/22/99,TB3MS,4.39
1/23/99,TB3MS,4.39
1/24/99,TB3MS,4.39
1/25/99,TB3MS,4.39
1/26/99,TB3MS,4.39
1/27/99,TB3MS,4.39
1/28/99,TB3MS,4.39
1/29/99,TB3MS,4.39
1/30/99,TB3MS,4.39
1/31/99,TB3MS,4.39
2/1/99,TB3MS,4.39
2/2/99,TB3MS,4.34
2/3/99,TB3MS,4.34
2/4/99,TB3MS,4.34
2/5/99,TB3MS,4.34
2/6/99,TB3MS,4.34
2/7/99,TB3MS,4.34
2/8/99,TB3MS,4.34
2/9/99,TB3MS,4.34
2/10/99,TB3MS,4.34
2/11/99,TB3MS,4.34
2/12/99,TB3MS,4.34
2/13/99,TB3MS,4.34
2/14/99,TB3MS,4.34
2/15/99,TB3MS,4.34
2/16/99,TB3MS,4.34
2/17/99,TB3MS,4.34
2/18/99,TB3MS,4.34
2/19/99,TB3MS,4.34
2/20/99,TB3MS,4.34
2/21/99,TB3MS,4.34
2/22/99,TB3MS,4.34
2/23/99,TB3MS,4.34
2/24/99,TB3MS,4.34
2/25/99,TB3MS,4.34
2/26/99,TB3MS,4.34
2/27/99,TB3MS,4.34
2/28/99,TB3MS,4.34
3/1/99,TB3MS,4.34
3/2/99,TB3MS,4.44
3/3/99,TB3MS,4.44
3/4/99,TB3MS,4.44
3/5/99,TB3MS,4.44
3/6/99,TB3MS,4.44
3/7/99,TB3MS,4.44
3/8/99,TB3MS,4.44
3/9/99,TB3MS,4.44
3/10/99,TB3MS,4.44
3/11/99,TB3MS,4.44
3/12/99,TB3MS,4.44
3/13/99,TB3MS,4.44
3/14/99,TB3MS,4.44
3/15/99,TB3MS,4.44
3/16/99,TB3MS,4.44
3/17/99,TB3MS,4.44
3/18/99,TB3MS,4.44
3/19/99,TB3MS,4.44
3/20/99,TB3MS,4.44
3/21/99,TB3MS,4.44
3/22/99,TB3MS,4.44
3/23/99,TB3MS,4.44
3/24/99,TB3MS,4.44
3/25/99,TB3MS,4.44
3/26/99,TB3MS,4.44
3/27/99,TB3MS,4.44
3/28/99,TB3MS,4.44
3/29/99,TB3MS,4.44
3/30/99,TB3MS,4.44
3/31/99,TB3MS,4.44
4/1/99,TB3MS,4.44
4/2/99,TB3MS,4.44
4/3/99,TB3MS,4.44
4/4/99,TB3MS,4.44
4/5/99,TB3MS,4.44
4/6/99,TB3MS,4.44
4/7/99,TB3MS,4.44
4/8/99,TB3MS,4.44
4/9/99,TB3MS,4.44
4/10/99,TB3MS,4.44
4/11/99,TB3MS,4.44
4/12/99,TB3MS,4.44
4/13/99,TB3MS,4.44
4/14/99,TB3MS,4.44
4/15/99,TB3MS,4.44
4/16/99,TB3MS,4.44
4/17/99,TB3MS,4.44
4/18/99,TB3MS,4.44
4/19/99,TB3MS,4.44
4/20/99,TB3MS,4.44
4/21/99,TB3MS,4.44
4/22/99,TB3MS,4.44
4/23/99,TB3MS,4.44
4/24/99,TB3MS,4.44
4/25/99,TB3MS,4.44
4/26/99,TB3MS,4.44
4/27/99,TB3MS,4.44
4/28/99,TB3MS,4.44
4/29/99,TB3MS,4.44
4/30/99,TB3MS,4.44
5/1/99,TB3MS,4.44
5/2/99,TB3MS,4.44
5/3/99,TB3MS,4.44
5/4/99,TB3MS,4.29
5/5/99,TB3MS,4.29
5/6/99,TB3MS,4.29
5/7/99,TB3MS,4.29
5/8/99,TB3MS,4.29
5/9/99,TB3MS,4.29
5/10/99,TB3MS,4.29
5/11/99,TB3MS,4.29
5/12/99,TB3MS,4.29
5/13/99,TB3MS,4.29
5/14/99,TB3MS,4.29
5/15/99,TB3MS,4.29
5/16/99,TB3MS,4.29
5/17/99,TB3MS,4.29
5/18/99,TB3MS,4.29
5/19/99,TB3MS,4.29
5/20/99,TB3MS,4.29
5/21/99,TB3MS,4.29
5/22/99,TB3MS,4.29
5/23/99,TB3MS,4.29
5/24/99,TB3MS,4.29
5/25/99,TB3MS,4.29
5/26/99,TB3MS,4.29
5/27/99,TB3MS,4.29
5/28/99,TB3MS,4.29
5/29/99,TB3MS,4.29
5/30/99,TB3MS,4.29
5/31/99,TB3MS,4.29
6/1/99,TB3MS,4.29
6/2/99,TB3MS,4.29
6/3/99,TB3MS,4.29
6/4/99,TB3MS,4.29
6/5/99,TB3MS,4.29
6/6/99,TB3MS,4.29
6/7/99,TB3MS,4.29
6/8/99,TB3MS,4.5
6/9/99,TB3MS,4.5
6/10/99,TB3MS,4.5
6/11/99,TB3MS,4.5
6/12/99,TB3MS,4.5
6/13/99,TB3MS,4.5
6/14/99,TB3MS,4.5
6/15/99,TB3MS,4.5
6/16/99,TB3MS,4.5
6/17/99,TB3MS,4.5
6/18/99,TB3MS,4.5
6/19/99,TB3MS,4.5
6/20/99,TB3MS,4.5
6/21/99,TB3MS,4.5
6/22/99,TB3MS,4.5
6/23/99,TB3MS,4.5
6/24/99,TB3MS,4.5
6/25/99,TB3MS,4.5
6/26/99,TB3MS,4.5
6/27/99,TB3MS,4.5
6/28/99,TB3MS,4.5
6/29/99,TB3MS,4.5
6/30/99,TB3MS,4.5
7/1/99,TB3MS,4.5
7/2/99,TB3MS,4.5
7/3/99,TB3MS,4.5
7/4/99,TB3MS,4.5
7/5/99,TB3MS,4.5
7/6/99,TB3MS,4.57
7/7/99,TB3MS,4.57
7/8/99,TB3MS,4.57
7/9/99,TB3MS,4.57
7/10/99,TB3MS,4.57
7/11/99,TB3MS,4.57
7/12/99,TB3MS,4.57
7/13/99,TB3MS,4.57
7/14/99,TB3MS,4.57
7/15/99,TB3MS,4.57
7/16/99,TB3MS,4.57
7/17/99,TB3MS,4.57
7/18/99,TB3MS,4.57
7/19/99,TB3MS,4.57
7/20/99,TB3MS,4.57
7/21/99,TB3MS,4.57
7/22/99,TB3MS,4.57
7/23/99,TB3MS,4.57
7/24/99,TB3MS,4.57
7/25/99,TB3MS,4.57
7/26/99,TB3MS,4.57
7/27/99,TB3MS,4.57
7/28/99,TB3MS,4.57
7/29/99,TB3MS,4.57
7/30/99,TB3MS,4.57
7/31/99,TB3MS,4.57
8/1/99,TB3MS,4.57
8/2/99,TB3MS,4.57
8/3/99,TB3MS,4.55
8/4/99,TB3MS,4.55
8/5/99,TB3MS,4.55
8/6/99,TB3MS,4.55
8/7/99,TB3MS,4.55
8/8/99,TB3MS,4.55
8/9/99,TB3MS,4.55
8/10/99,TB3MS,4.55
8/11/99,TB3MS,4.55
8/12/99,TB3MS,4.55
8/13/99,TB3MS,4.55
8/14/99,TB3MS,4.55
8/15/99,TB3MS,4.55
8/16/99,TB3MS,4.55
8/17/99,TB3MS,4.55
8/18/99,TB3MS,4.55
8/19/99,TB3MS,4.55
8/20/99,TB3MS,4.55
8/21/99,TB3MS,4.55
8/22/99,TB3MS,4.55
8/23/99,TB3MS,4.55
8/24/99,TB3MS,4.55
8/25/99,TB3MS,4.55
8/26/99,TB3MS,4.55
8/27/99,TB3MS,4.55
8/28/99,TB3MS,4.55
8/29/99,TB3MS,4.55
8/30/99,TB3MS,4.55
8/31/99,TB3MS,4.55
9/1/99,TB3MS,4.55
9/2/99,TB3MS,4.55
9/3/99,TB3MS,4.55
9/4/99,TB3MS,4.55
9/5/99,TB3MS,4.55
9/6/99,TB3MS,4.55
9/7/99,TB3MS,4.72
9/8/99,TB3MS,4.72
9/9/99,TB3MS,4.72
9/10/99,TB3MS,4.72
9/11/99,TB3MS,4.72
9/12/99,TB3MS,4.72
9/13/99,TB3MS,4.72
9/14/99,TB3MS,4.72
9/15/99,TB3MS,4.72
9/16/99,TB3MS,4.72
9/17/99,TB3MS,4.72
9/18/99,TB3MS,4.72
9/19/99,TB3MS,4.72
9/20/99,TB3MS,4.72
9/21/99,TB3MS,4.72
9/22/99,TB3MS,4.72
9/23/99,TB3MS,4.72
9/24/99,TB3MS,4.72
9/25/99,TB3MS,4.72
9/26/99,TB3MS,4.72
9/27/99,TB3MS,4.72
9/28/99,TB3MS,4.72
9/29/99,TB3MS,4.72
9/30/99,TB3MS,4.72
10/1/99,TB3MS,4.72
10/2/99,TB3MS,4.72
10/3/99,TB3MS,4.72
10/4/99,TB3MS,4.72
10/5/99,TB3MS,4.68
10/6/99,TB3MS,4.68
10/7/99,TB3MS,4.68
10/8/99,TB3MS,4.68
10/9/99,TB3MS,4.68
10/10/99,TB3MS,4.68
10/11/99,TB3MS,4.68
10/12/99,TB3MS,4.68
10/13/99,TB3MS,4.68
10/14/99,TB3MS,4.68
10/15/99,TB3MS,4.68
10/16/99,TB3MS,4.68
10/17/99,TB3MS,4.68
10/18/99,TB3MS,4.68
10/19/99,TB3MS,4.68
10/20/99,TB3MS,4.68
10/21/99,TB3MS,4.68
10/22/99,TB3MS,4.68
10/23/99,TB3MS,4.68
10/24/99,TB3MS,4.68
10/25/99,TB3MS,4.68
10/26/99,TB3MS,4.68
10/27/99,TB3MS,4.68
10/28/99,TB3MS,4.68
10/29/99,TB3MS,4.68
10/30/99,TB3MS,4.68
10/31/99,TB3MS,4.68
11/1/99,TB3MS,4.68
11/2/99,TB3MS,4.86
11/3/99,TB3MS,4.86
11/4/99,TB3MS,4.86
11/5/99,TB3MS,4.86
11/6/99,TB3MS,4.86
11/7/99,TB3MS,4.86
11/8/99,TB3MS,4.86
11/9/99,TB3MS,4.86
11/10/99,TB3MS,4.86
11/11/99,TB3MS,4.86
11/12/99,TB3MS,4.86
11/13/99,TB3MS,4.86
11/14/99,TB3MS,4.86
11/15/99,TB3MS,4.86
11/16/99,TB3MS,4.86
11/17/99,TB3MS,4.86
11/18/99,TB3MS,4.86
11/19/99,TB3MS,4.86
11/20/99,TB3MS,4.86
11/21/99,TB3MS,4.86
11/22/99,TB3MS,4.86
11/23/99,TB3MS,4.86
11/24/99,TB3MS,4.86
11/25/99,TB3MS,4.86
11/26/99,TB3MS,4.86
11/27/99,TB3MS,4.86
11/28/99,TB3MS,4.86
11/29/99,TB3MS,4.86
11/30/99,TB3MS,4.86
12/1/99,TB3MS,4.86
12/2/99,TB3MS,4.86
12/3/99,TB3MS,4.86
12/4/99,TB3MS,4.86
12/5/99,TB3MS,4.86
12/6/99,TB3MS,4.86
12/7/99,TB3MS,5.07
12/8/99,TB3MS,5.07
12/9/99,TB3MS,5.07
12/10/99,TB3MS,5.07
12/11/99,TB3MS,5.07
12/12/99,TB3MS,5.07
12/13/99,TB3MS,5.07
12/14/99,TB3MS,5.07
12/15/99,TB3MS,5.07
12/16/99,TB3MS,5.07
12/17/99,TB3MS,5.07
12/18/99,TB3MS,5.07
12/19/99,TB3MS,5.07
12/20/99,TB3MS,5.07
12/21/99,TB3MS,5.07
12/22/99,TB3MS,5.07
12/23/99,TB3MS,5.07
12/24/99,TB3MS,5.07
12/25/99,TB3MS,5.07
12/26/99,TB3MS,5.07
12/27/99,TB3MS,5.07
12/28/99,TB3MS,5.07
12/29/99,TB3MS,5.07
12/30/99,TB3MS,5.07
12/31/99,TB3MS,5.07
1/1/00,TB3MS,5.07
1/2/00,TB3MS,5.07
1/3/00,TB3MS,5.07
1/4/00,TB3MS,5.2
1/5/00,TB3MS,5.2
1/6/00,TB3MS,5.2
1/7/00,TB3MS,5.2
1/8/00,TB3MS,5.2
1/9/00,TB3MS,5.2
1/10/00,TB3MS,5.2
1/11/00,TB3MS,5.2
1/12/00,TB3MS,5.2
1/13/00,TB3MS,5.2
1/14/00,TB3MS,5.2
1/15/00,TB3MS,5.2
1/16/00,TB3MS,5.2
1/17/00,TB3MS,5.2
1/18/00,TB3MS,5.2
1/19/00,TB3MS,5.2
1/20/00,TB3MS,5.2
1/21/00,TB3MS,5.2
1/22/00,TB3MS,5.2
1/23/00,TB3MS,5.2
1/24/00,TB3MS,5.2
1/25/00,TB3MS,5.2
1/26/00,TB3MS,5.2
1/27/00,TB3MS,5.2
1/28/00,TB3MS,5.2
1/29/00,TB3MS,5.2
1/30/00,TB3MS,5.2
1/31/00,TB3MS,5.2
2/1/00,TB3MS,5.2
2/2/00,TB3MS,5.2
2/3/00,TB3MS,5.2
2/4/00,TB3MS,5.2
2/5/00,TB3MS,5.2
2/6/00,TB3MS,5.2
2/7/00,TB3MS,5.2
2/8/00,TB3MS,5.32
2/9/00,TB3MS,5.32
2/10/00,TB3MS,5.32
2/11/00,TB3MS,5.32
2/12/00,TB3MS,5.32
2/13/00,TB3MS,5.32
2/14/00,TB3MS,5.32
2/15/00,TB3MS,5.32
2/16/00,TB3MS,5.32
2/17/00,TB3MS,5.32
2/18/00,TB3MS,5.32
2/19/00,TB3MS,5.32
2/20/00,TB3MS,5.32
2/21/00,TB3MS,5.32
2/22/00,TB3MS,5.32
2/23/00,TB3MS,5.32
2/24/00,TB3MS,5.32
2/25/00,TB3MS,5.32
2/26/00,TB3MS,5.32
2/27/00,TB3MS,5.32
2/28/00,TB3MS,5.32
2/29/00,TB3MS,5.32
3/1/00,TB3MS,5.32
3/2/00,TB3MS,5.32
3/3/00,TB3MS,5.32
3/4/00,TB3MS,5.32
3/5/00,TB3MS,5.32
3/6/00,TB3MS,5.32
3/7/00,TB3MS,5.55
3/8/00,TB3MS,5.55
3/9/00,TB3MS,5.55
3/10/00,TB3MS,5.55
3/11/00,TB3MS,5.55
3/12/00,TB3MS,5.55
3/13/00,TB3MS,5.55
3/14/00,TB3MS,5.55
3/15/00,TB3MS,5.55
3/16/00,TB3MS,5.55
3/17/00,TB3MS,5.55
3/18/00,TB3MS,5.55
3/19/00,TB3MS,5.55
3/20/00,TB3MS,5.55
3/21/00,TB3MS,5.55
3/22/00,TB3MS,5.55
3/23/00,TB3MS,5.55
3/24/00,TB3MS,5.55
3/25/00,TB3MS,5.55
3/26/00,TB3MS,5.55
3/27/00,TB3MS,5.55
3/28/00,TB3MS,5.55
3/29/00,TB3MS,5.55
3/30/00,TB3MS,5.55
3/31/00,TB3MS,5.55
4/1/00,TB3MS,5.55
4/2/00,TB3MS,5.55
4/3/00,TB3MS,5.55
4/4/00,TB3MS,5.69
4/5/00,TB3MS,5.69
4/6/00,TB3MS,5.69
4/7/00,TB3MS,5.69
4/8/00,TB3MS,5.69
4/9/00,TB3MS,5.69
4/10/00,TB3MS,5.69
4/11/00,TB3MS,5.69
4/12/00,TB3MS,5.69
4/13/00,TB3MS,5.69
4/14/00,TB3MS,5.69
4/15/00,TB3MS,5.69
4/16/00,TB3MS,5.69
4/17/00,TB3MS,5.69
4/18/00,TB3MS,5.69
4/19/00,TB3MS,5.69
4/20/00,TB3MS,5.69
4/21/00,TB3MS,5.69
4/22/00,TB3MS,5.69
4/23/00,TB3MS,5.69
4/24/00,TB3MS,5.69
4/25/00,TB3MS,5.69
4/26/00,TB3MS,5.69
4/27/00,TB3MS,5.69
4/28/00,TB3MS,5.69
4/29/00,TB3MS,5.69
4/30/00,TB3MS,5.69
5/1/00,TB3MS,5.69
5/2/00,TB3MS,5.66
5/3/00,TB3MS,5.66
5/4/00,TB3MS,5.66
5/5/00,TB3MS,5.66
5/6/00,TB3MS,5.66
5/7/00,TB3MS,5.66
5/8/00,TB3MS,5.66
5/9/00,TB3MS,5.66
5/10/00,TB3MS,5.66
5/11/00,TB3MS,5.66
5/12/00,TB3MS,5.66
5/13/00,TB3MS,5.66
5/14/00,TB3MS,5.66
5/15/00,TB3MS,5.66
5/16/00,TB3MS,5.66
5/17/00,TB3MS,5.66
5/18/00,TB3MS,5.66
5/19/00,TB3MS,5.66
5/20/00,TB3MS,5.66
5/21/00,TB3MS,5.66
5/22/00,TB3MS,5.66
5/23/00,TB3MS,5.66
5/24/00,TB3MS,5.66
5/25/00,TB3MS,5.66
5/26/00,TB3MS,5.66
5/27/00,TB3MS,5.66
5/28/00,TB3MS,5.66
5/29/00,TB3MS,5.66
5/30/00,TB3MS,5.66
5/31/00,TB3MS,5.66
6/1/00,TB3MS,5.66
6/2/00,TB3MS,5.66
6/3/00,TB3MS,5.66
6/4/00,TB3MS,5.66
6/5/00,TB3MS,5.66
6/6/00,TB3MS,5.79
6/7/00,TB3MS,5.79
6/8/00,TB3MS,5.79
6/9/00,TB3MS,5.79
6/10/00,TB3MS,5.79
6/11/00,TB3MS,5.79
6/12/00,TB3MS,5.79
6/13/00,TB3MS,5.79
6/14/00,TB3MS,5.79
6/15/00,TB3MS,5.79
6/16/00,TB3MS,5.79
6/17/00,TB3MS,5.79
6/18/00,TB3MS,5.79
6/19/00,TB3MS,5.79
6/20/00,TB3MS,5.79
6/21/00,TB3MS,5.79
6/22/00,TB3MS,5.79
6/23/00,TB3MS,5.79
6/24/00,TB3MS,5.79
6/25/00,TB3MS,5.79
6/26/00,TB3MS,5.79
6/27/00,TB3MS,5.79
6/28/00,TB3MS,5.79
6/29/00,TB3MS,5.79
6/30/00,TB3MS,5.79
7/1/00,TB3MS,5.79
7/2/00,TB3MS,5.79
7/3/00,TB3MS,5.79
7/4/00,TB3MS,5.79
7/5/00,TB3MS,5.69
7/6/00,TB3MS,5.69
7/7/00,TB3MS,5.69
7/8/00,TB3MS,5.69
7/9/00,TB3MS,5.69
7/10/00,TB3MS,5.69
7/11/00,TB3MS,5.69
7/12/00,TB3MS,5.69
7/13/00,TB3MS,5.69
7/14/00,TB3MS,5.69
7/15/00,TB3MS,5.69
7/16/00,TB3MS,5.69
7/17/00,TB3MS,5.69
7/18/00,TB3MS,5.69
7/19/00,TB3MS,5.69
7/20/00,TB3MS,5.69
7/21/00,TB3MS,5.69
7/22/00,TB3MS,5.69
7/23/00,TB3MS,5.69
7/24/00,TB3MS,5.69
7/25/00,TB3MS,5.69
7/26/00,TB3MS,5.69
7/27/00,TB3MS,5.69
7/28/00,TB3MS,5.69
7/29/00,TB3MS,5.69
7/30/00,TB3MS,5.69
7/31/00,TB3MS,5.69
8/1/00,TB3MS,5.69
8/2/00,TB3MS,5.69
8/3/00,TB3MS,5.69
8/4/00,TB3MS,5.69
8/5/00,TB3MS,5.69
8/6/00,TB3MS,5.69
8/7/00,TB3MS,5.69
8/8/00,TB3MS,5.96
8/9/00,TB3MS,5.96
8/10/00,TB3MS,5.96
8/11/00,TB3MS,5.96
8/12/00,TB3MS,5.96
8/13/00,TB3MS,5.96
8/14/00,TB3MS,5.96
8/15/00,TB3MS,5.96
8/16/00,TB3MS,5.96
8/17/00,TB3MS,5.96
8/18/00,TB3MS,5.96
8/19/00,TB3MS,5.96
8/20/00,TB3MS,5.96
8/21/00,TB3MS,5.96
8/22/00,TB3MS,5.96
8/23/00,TB3MS,5.96
8/24/00,TB3MS,5.96
8/25/00,TB3MS,5.96
8/26/00,TB3MS,5.96
8/27/00,TB3MS,5.96
8/28/00,TB3MS,5.96
8/29/00,TB3MS,5.96
8/30/00,TB3MS,5.96
8/31/00,TB3MS,5.96
9/1/00,TB3MS,5.96
9/2/00,TB3MS,5.96
9/3/00,TB3MS,5.96
9/4/00,TB3MS,5.96
9/5/00,TB3MS,6.09
9/6/00,TB3MS,6.09
9/7/00,TB3MS,6.09
9/8/00,TB3MS,6.09
9/9/00,TB3MS,6.09
9/10/00,TB3MS,6.09
9/11/00,TB3MS,6.09
9/12/00,TB3MS,6.09
9/13/00,TB3MS,6.09
9/14/00,TB3MS,6.09
9/15/00,TB3MS,6.09
9/16/00,TB3MS,6.09
9/17/00,TB3MS,6.09
9/18/00,TB3MS,6.09
9/19/00,TB3MS,6.09
9/20/00,TB3MS,6.09
9/21/00,TB3MS,6.09
9/22/00,TB3MS,6.09
9/23/00,TB3MS,6.09
9/24/00,TB3MS,6.09
9/25/00,TB3MS,6.09
9/26/00,TB3MS,6.09
9/27/00,TB3MS,6.09
9/28/00,TB3MS,6.09
9/29/00,TB3MS,6.09
9/30/00,TB3MS,6.09
10/1/00,TB3MS,6.09
10/2/00,TB3MS,6.09
10/3/00,TB3MS,6
10/4/00,TB3MS,6
10/5/00,TB3MS,6
10/6/00,TB3MS,6
10/7/00,TB3MS,6
10/8/00,TB3MS,6
10/9/00,TB3MS,6
10/10/00,TB3MS,6
10/11/00,TB3MS,6
10/12/00,TB3MS,6
10/13/00,TB3MS,6
10/14/00,TB3MS,6
10/15/00,TB3MS,6
10/16/00,TB3MS,6
10/17/00,TB3MS,6
10/18/00,TB3MS,6
10/19/00,TB3MS,6
10/20/00,TB3MS,6
10/21/00,TB3MS,6
10/22/00,TB3MS,6
10/23/00,TB3MS,6
10/24/00,TB3MS,6
10/25/00,TB3MS,6
10/26/00,TB3MS,6
10/27/00,TB3MS,6
10/28/00,TB3MS,6
10/29/00,TB3MS,6
10/30/00,TB3MS,6
10/31/00,TB3MS,6
11/1/00,TB3MS,6
11/2/00,TB3MS,6
11/3/00,TB3MS,6
11/4/00,TB3MS,6
11/5/00,TB3MS,6
11/6/00,TB3MS,6
11/7/00,TB3MS,6.11
11/8/00,TB3MS,6.11
11/9/00,TB3MS,6.11
11/10/00,TB3MS,6.11
11/11/00,TB3MS,6.11
11/12/00,TB3MS,6.11
11/13/00,TB3MS,6.11
11/14/00,TB3MS,6.11
11/15/00,TB3MS,6.11
11/16/00,TB3MS,6.11
11/17/00,TB3MS,6.11
11/18/00,TB3MS,6.11
11/19/00,TB3MS,6.11
11/20/00,TB3MS,6.11
11/21/00,TB3MS,6.11
11/22/00,TB3MS,6.11
11/23/00,TB3MS,6.11
11/24/00,TB3MS,6.11
11/25/00,TB3MS,6.11
11/26/00,TB3MS,6.11
11/27/00,TB3MS,6.11
11/28/00,TB3MS,6.11
11/29/00,TB3MS,6.11
11/30/00,TB3MS,6.11
12/1/00,TB3MS,6.11
12/2/00,TB3MS,6.11
12/3/00,TB3MS,6.11
12/4/00,TB3MS,6.11
12/5/00,TB3MS,6.17
12/6/00,TB3MS,6.17
12/7/00,TB3MS,6.17
12/8/00,TB3MS,6.17
12/9/00,TB3MS,6.17
12/10/00,TB3MS,6.17
12/11/00,TB3MS,6.17
12/12/00,TB3MS,6.17
12/13/00,TB3MS,6.17
12/14/00,TB3MS,6.17
12/15/00,TB3MS,6.17
12/16/00,TB3MS,6.17
12/17/00,TB3MS,6.17
12/18/00,TB3MS,6.17
12/19/00,TB3MS,6.17
12/20/00,TB3MS,6.17
12/21/00,TB3MS,6.17
12/22/00,TB3MS,6.17
12/23/00,TB3MS,6.17
12/24/00,TB3MS,6.17
12/25/00,TB3MS,6.17
12/26/00,TB3MS,6.17
12/27/00,TB3MS,6.17
12/28/00,TB3MS,6.17
12/29/00,TB3MS,6.17
12/30/00,TB3MS,6.17
12/31/00,TB3MS,6.17
1/1/01,TB3MS,6.17
1/2/01,TB3MS,5.77
1/3/01,TB3MS,5.77
1/4/01,TB3MS,5.77
1/5/01,TB3MS,5.77
1/6/01,TB3MS,5.77
1/7/01,TB3MS,5.77
1/8/01,TB3MS,5.77
1/9/01,TB3MS,5.77
1/10/01,TB3MS,5.77
1/11/01,TB3MS,5.77
1/12/01,TB3MS,5.77
1/13/01,TB3MS,5.77
1/14/01,TB3MS,5.77
1/15/01,TB3MS,5.77
1/16/01,TB3MS,5.77
1/17/01,TB3MS,5.77
1/18/01,TB3MS,5.77
1/19/01,TB3MS,5.77
1/20/01,TB3MS,5.77
1/21/01,TB3MS,5.77
1/22/01,TB3MS,5.77
1/23/01,TB3MS,5.77
1/24/01,TB3MS,5.77
1/25/01,TB3MS,5.77
1/26/01,TB3MS,5.77
1/27/01,TB3MS,5.77
1/28/01,TB3MS,5.77
1/29/01,TB3MS,5.77
1/30/01,TB3MS,5.77
1/31/01,TB3MS,5.77
2/1/01,TB3MS,5.77
2/2/01,TB3MS,5.77
2/3/01,TB3MS,5.77
2/4/01,TB3MS,5.77
2/5/01,TB3MS,5.77
2/6/01,TB3MS,5.15
2/7/01,TB3MS,5.15
2/8/01,TB3MS,5.15
2/9/01,TB3MS,5.15
2/10/01,TB3MS,5.15
2/11/01,TB3MS,5.15
2/12/01,TB3MS,5.15
2/13/01,TB3MS,5.15
2/14/01,TB3MS,5.15
2/15/01,TB3MS,5.15
2/16/01,TB3MS,5.15
2/17/01,TB3MS,5.15
2/18/01,TB3MS,5.15
2/19/01,TB3MS,5.15
2/20/01,TB3MS,5.15
2/21/01,TB3MS,5.15
2/22/01,TB3MS,5.15
2/23/01,TB3MS,5.15
2/24/01,TB3MS,5.15
2/25/01,TB3MS,5.15
2/26/01,TB3MS,5.15
2/27/01,TB3MS,5.15
2/28/01,TB3MS,5.15
3/1/01,TB3MS,5.15
3/2/01,TB3MS,5.15
3/3/01,TB3MS,5.15
3/4/01,TB3MS,5.15
3/5/01,TB3MS,5.15
3/6/01,TB3MS,4.88
3/7/01,TB3MS,4.88
3/8/01,TB3MS,4.88
3/9/01,TB3MS,4.88
3/10/01,TB3MS,4.88
3/11/01,TB3MS,4.88
3/12/01,TB3MS,4.88
3/13/01,TB3MS,4.88
3/14/01,TB3MS,4.88
3/15/01,TB3MS,4.88
3/16/01,TB3MS,4.88
3/17/01,TB3MS,4.88
3/18/01,TB3MS,4.88
3/19/01,TB3MS,4.88
3/20/01,TB3MS,4.88
3/21/01,TB3MS,4.88
3/22/01,TB3MS,4.88
3/23/01,TB3MS,4.88
3/24/01,TB3MS,4.88
3/25/01,TB3MS,4.88
3/26/01,TB3MS,4.88
3/27/01,TB3MS,4.88
3/28/01,TB3MS,4.88
3/29/01,TB3MS,4.88
3/30/01,TB3MS,4.88
3/31/01,TB3MS,4.88
4/1/01,TB3MS,4.88
4/2/01,TB3MS,4.88
4/3/01,TB3MS,4.42
4/4/01,TB3MS,4.42
4/5/01,TB3MS,4.42
4/6/01,TB3MS,4.42
4/7/01,TB3MS,4.42
4/8/01,TB3MS,4.42
4/9/01,TB3MS,4.42
4/10/01,TB3MS,4.42
4/11/01,TB3MS,4.42
4/12/01,TB3MS,4.42
4/13/01,TB3MS,4.42
4/14/01,TB3MS,4.42
4/15/01,TB3MS,4.42
4/16/01,TB3MS,4.42
4/17/01,TB3MS,4.42
4/18/01,TB3MS,4.42
4/19/01,TB3MS,4.42
4/20/01,TB3MS,4.42
4/21/01,TB3MS,4.42
4/22/01,TB3MS,4.42
4/23/01,TB3MS,4.42
4/24/01,TB3MS,4.42
4/25/01,TB3MS,4.42
4/26/01,TB3MS,4.42
4/27/01,TB3MS,4.42
4/28/01,TB3MS,4.42
4/29/01,TB3MS,4.42
4/30/01,TB3MS,4.42
5/1/01,TB3MS,4.42
5/2/01,TB3MS,4.42
5/3/01,TB3MS,4.42
5/4/01,TB3MS,4.42
